,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat
log_lik[159],-0.348674,0.0632879,0.0909915,0.0417261,-0.501964,-0.306201,-0.267376,4.79048,200.0,0.00969591,3.06918
log_lik[160],-0.701421,0.507953,0.72942,0.940245,-1.45307,-0.789818,0.230652,4.7619,200.0,0.00963806,3.08421
log_lik[161],-1.81606,1.01659,1.45981,2.12087,-3.38323,-1.85699,-0.223111,4.54935,200.0,0.00920787,3.95263
log_lik[162],-0.718493,0.516309,0.741419,0.959358,-1.48031,-0.80693,0.223626,4.75936,200.0,0.00963292,3.09149
log_lik[163],0.211971,0.0949584,0.13641,0.1946,0.0571538,0.202583,0.382174,4.69709,200.0,0.00950689,3.31403
log_lik[164],-0.319217,0.369982,0.531302,0.653627,-0.899207,-0.391102,0.408612,4.78239,200.0,0.00967953,3.03205
log_lik[165],-1.64734,0.727443,1.0446,1.19697,-2.6974,-1.84882,-0.23285,4.59163,200.0,0.00929344,3.69363
log_lik[166],-1.16876,0.690101,0.990978,1.2895,-2.17481,-1.28243,0.0308289,4.71141,200.0,0.00953587,3.23553
log_lik[167],-0.679989,0.539868,0.775252,0.992286,-1.46845,-0.779185,0.309152,4.74432,200.0,0.00960249,3.1366
log_lik[168],-1.54057,0.894343,1.28427,1.8675,-2.89964,-1.57691,-0.159142,4.56876,200.0,0.00924715,3.82928
log_lik[169],-2.91009,1.34656,1.93362,2.84608,-5.04354,-2.93234,-0.799575,4.5347,200.0,0.00917822,4.06258
log_lik[170],-2.57928,1.30168,1.86919,2.78782,-4.63348,-2.58268,-0.58687,4.5357,200.0,0.00918024,4.05894
log_lik[171],0.909347,0.414641,0.617025,0.823499,0.247588,0.80558,1.91147,5.11262,200.0,0.0103479,2.46794
log_lik[172],-1.13233,0.670954,0.963484,1.25424,-2.10641,-1.23828,0.0301408,4.69237,200.0,0.00949735,3.28658
log_lik[173],-0.564622,0.495643,0.711747,0.904281,-1.29959,-0.65721,0.357923,4.75422,200.0,0.00962253,3.10627
log_lik[174],-1.67941,0.724375,1.04019,1.21382,-2.72829,-1.86987,-0.287873,4.59707,200.0,0.00930445,3.66622
log_lik[175],-0.273194,0.157018,0.225524,0.246328,-0.558039,-0.294991,0.0731368,4.69305,200.0,0.00949873,3.4166
log_lik[176],-1.67741,0.742275,1.0659,1.26603,-2.76058,-1.86028,-0.268398,4.58981,200.0,0.00928976,3.70297
log_lik[177],-10.4806,4.06751,5.84081,8.40998,-17.2503,-10.3158,-4.22694,4.52419,200.0,0.00915694,4.17763
log_lik[178],-1.68335,0.704307,1.01138,1.20063,-2.70254,-1.85773,-0.352554,4.60622,200.0,0.00932297,3.62289
log_lik[179],-2.48568,1.30835,1.87877,2.73992,-4.544,-2.5282,-0.411078,4.53475,200.0,0.00917831,4.06652
log_lik[180],-0.64858,0.547419,0.786095,0.97507,-1.44213,-0.765033,0.380134,4.73758,200.0,0.00958884,3.15777
log_lik[181],-4.486,1.75649,2.52227,3.65347,-7.31944,-4.54239,-1.62429,4.52743,200.0,0.00916351,4.12349
log_lik[182],-0.396379,0.0706696,0.101556,0.105638,-0.500025,-0.421421,-0.238654,4.72895,200.0,0.00957138,3.2791
log_lik[183],-4.75502,1.84839,2.65423,3.88464,-7.74697,-4.78993,-1.78179,4.52687,200.0,0.00916236,4.1286
log_lik[184],0.210086,0.0757082,0.10878,0.1282,0.0897804,0.189948,0.371675,4.73911,200.0,0.00959195,3.25149
log_lik[185],-0.513221,0.395068,0.56732,0.40019,-1.04032,-0.709966,0.413302,4.77305,200.0,0.00966063,3.05386
log_lik[186],-3.36395,1.50182,2.15657,3.18131,-5.76454,-3.34415,-1.07727,4.53403,200.0,0.00917687,4.07542
log_lik[187],-0.293733,0.359684,0.516517,0.682159,-0.869137,-0.340625,0.378656,4.78414,200.0,0.00968307,3.03008
log_lik[188],-0.205523,0.166727,0.239473,0.298294,-0.510845,-0.219168,0.146326,4.68335,200.0,0.00947908,3.4585
log_lik[189],-1.05515,0.722668,1.03775,1.4455,-2.11758,-1.12173,0.101361,4.6966,200.0,0.0095059,3.27583
log_lik[190],0.366822,0.158357,0.227407,0.234272,0.0558752,0.35792,0.704561,4.7093,200.0,0.00953161,3.30003
log_lik[191],-0.0309852,0.109226,0.156883,0.10507,-0.202046,-0.0738228,0.230661,4.65917,200.0,0.00943015,3.53241
log_lik[192],-0.406859,0.496559,0.713067,0.990919,-1.16081,-0.453517,0.440114,4.75873,200.0,0.00963166,3.09428
log_lik[193],-0.682629,0.356801,0.512369,0.430728,-1.19126,-0.831891,0.132169,4.78171,200.0,0.00967817,3.0366
log_lik[194],-0.09264,0.325942,0.468064,0.546306,-0.61487,-0.164321,0.576096,4.78207,200.0,0.00967889,3.0346
log_lik[195],-1.55059,0.779103,1.11878,1.53334,-2.71284,-1.63496,-0.260122,4.59562,200.0,0.00930152,3.67459
log_lik[196],-2.56963,1.2121,1.74054,2.53714,-4.47399,-2.60605,-0.654037,4.54146,200.0,0.0091919,4.01098
log_lik[197],0.68304,0.175503,0.252031,0.261671,0.306829,0.700907,1.01992,4.71666,200.0,0.0095465,3.27264
log_lik[198],-1.37931,0.877845,1.26058,1.76349,-2.70369,-1.45818,0.0529658,4.56182,200.0,0.0092331,3.87167
log_lik[199],-0.360722,0.498065,0.715228,0.962449,-1.11415,-0.424614,0.520332,4.75272,200.0,0.00961948,3.1115
log_lik[200],-0.850949,0.591311,0.84912,1.06612,-1.69709,-0.972084,0.240789,4.73587,200.0,0.00958538,3.16213
log_lik[201],0.21577,0.214795,0.308443,0.300498,-0.072418,0.134312,0.67586,4.83222,200.0,0.0097804,2.95179
log_lik[202],-0.621466,0.334701,0.480636,0.422877,-1.11069,-0.75238,0.136766,4.78229,200.0,0.00967933,3.03821
log_lik[203],-0.793497,0.667711,0.958832,1.27662,-1.75282,-0.887481,0.349301,4.91946,200.0,0.00995697,2.73446
log_lik[204],-0.377189,0.0837561,0.120326,0.0849327,-0.498028,-0.418359,-0.17465,4.71002,200.0,0.00953307,3.26493
log_lik[205],-0.898834,0.516369,0.741505,1.02382,-1.66876,-0.952619,-0.0166724,4.7745,200.0,0.00966357,3.05139
log_lik[206],0.550913,0.320235,0.486242,0.801668,-0.210641,0.635968,1.18255,5.13133,200.0,0.0103858,2.4734
log_lik[207],-0.9028,0.575541,0.826477,1.10098,-1.73679,-0.987311,0.10329,4.74764,200.0,0.0096092,3.12649
log_lik[208],0.62144,0.304112,0.464455,0.693708,-0.197873,0.667739,1.22902,5.17894,200.0,0.0104822,2.42368
log_lik[209],-4.2576,1.88285,2.70372,3.97433,-7.30298,-4.22763,-1.36233,4.52721,200.0,0.00916307,4.13404
log_lik[210],-1.09103,0.660768,0.948856,1.22581,-2.04475,-1.19981,0.0653583,4.79634,200.0,0.00970778,2.98287
log_lik[211],0.298138,0.130985,0.188143,0.19988,0.116446,0.251671,0.571249,4.70011,200.0,0.009513,3.40003
log_lik[212],-0.227092,0.150501,0.21617,0.272481,-0.513124,-0.232738,0.0882585,4.69052,200.0,0.0094936,3.42983
log_lik[213],0.446723,0.284825,0.408994,0.460376,0.0203087,0.373066,1.02503,4.84034,200.0,0.00979683,2.93672
log_lik[214],-3.2471,1.4956,2.14765,3.16697,-5.63459,-3.26696,-0.893979,4.53257,200.0,0.00917391,4.08825
log_lik[215],-0.613176,0.371246,0.533115,0.462796,-1.1409,-0.766032,0.226488,4.78025,200.0,0.00967521,3.03788
log_lik[216],-6.54546,2.85074,4.09358,5.89485,-11.2327,-6.41891,-2.24795,4.52473,200.0,0.00915803,4.17515
log_lik[217],0.763718,0.522769,0.752516,0.798166,-0.033456,0.499188,1.62346,4.77621,200.0,0.00966703,3.09767
log_lik[218],0.846733,0.453414,0.670834,0.942408,0.0206411,0.80304,1.89328,5.11147,200.0,0.0103456,2.45783
log_lik[219],-0.182285,0.143195,0.205683,0.265323,-0.464277,-0.174588,0.102328,4.68909,200.0,0.0094907,3.43643
log_lik[220],-0.294689,0.459056,0.659213,0.908615,-1.0028,-0.340395,0.504652,4.76578,200.0,0.00964592,3.07541
log_lik[221],0.69916,0.167306,0.240263,0.26012,0.344267,0.711984,1.02416,4.71742,200.0,0.00954805,3.26503
log_lik[222],-0.640813,0.614561,0.882512,1.18416,-1.53361,-0.726008,0.421333,4.72287,200.0,0.00955907,3.20471
log_lik[223],0.826405,0.292984,0.453529,0.683934,0.103172,0.943305,1.41379,5.27881,200.0,0.0106843,2.39749
log_lik[224],0.413623,0.110071,0.158094,0.127716,0.229285,0.375668,0.670985,4.70702,200.0,0.00952699,3.28291
log_lik[225],0.615093,0.211396,0.303559,0.336421,0.251606,0.574634,1.06747,4.73602,200.0,0.00958568,3.22944
log_lik[226],0.357293,0.122925,0.176568,0.218749,0.176982,0.327276,0.592944,4.65611,200.0,0.00942394,3.43158
log_lik[227],0.498534,0.123118,0.176839,0.23157,0.269712,0.515032,0.688206,4.71169,200.0,0.00953645,3.26562
log_lik[228],0.701175,0.221353,0.317857,0.365235,0.309798,0.667538,1.16869,4.72841,200.0,0.00957029,3.25557
log_lik[229],-0.451003,0.0626224,0.0900241,0.0491737,-0.601125,-0.420296,-0.358288,4.7194,200.0,0.00955204,3.3069
log_lik[230],-0.232463,0.455056,0.65347,0.870201,-0.933264,-0.293566,0.590486,4.76122,200.0,0.00963669,3.08825
log_lik[231],-0.34949,0.510296,0.732792,0.971011,-1.11706,-0.423348,0.565188,4.74482,200.0,0.00960351,3.13532
log_lik[232],-0.0417472,0.33274,0.477826,0.519232,-0.564056,-0.131693,0.663427,4.77916,200.0,0.009673,3.04113
log_lik[233],-0.553219,0.485486,0.69716,0.845792,-1.26864,-0.663009,0.385115,4.75629,200.0,0.00962671,3.10015
log_lik[234],-0.768742,0.52389,0.752307,0.995081,-1.54216,-0.847533,0.165608,4.76054,200.0,0.00963531,3.08883
log_lik[235],-2.66575,1.34486,1.9312,2.87459,-4.79349,-2.67295,-0.594695,4.53532,200.0,0.00917947,4.06453
log_lik[236],-0.824043,0.412215,0.591939,0.535802,-1.40512,-0.989305,0.0949903,4.77857,200.0,0.0096718,3.04144
log_lik[237],0.560297,0.251456,0.36369,0.626026,0.108621,0.537242,1.07721,4.87276,200.0,0.00986245,2.88407
log_lik[238],0.371437,0.550717,0.79079,0.908804,-0.765556,0.475596,1.30537,4.80438,200.0,0.00972406,3.03534
log_lik[239],-0.436781,0.254186,0.382985,0.0985634,-0.803143,-0.548274,0.264073,4.75515,200.0,0.0096244,3.18572
log_lik[240],-1.36491,0.583711,0.838202,0.929375,-2.17288,-1.54381,-0.192153,4.77498,200.0,0.00966454,3.04825
log_lik[241],-0.950881,0.429355,0.616553,0.625719,-1.56751,-1.09883,-0.0309496,4.77782,200.0,0.00967029,3.04344
log_lik[242],-1.14616,0.802841,1.15287,1.57235,-2.33886,-1.24156,0.190678,4.57,200.0,0.00924966,3.8225
log_lik[243],-1.69648,0.672437,0.96561,1.15292,-2.66249,-1.85931,-0.435054,4.73681,200.0,0.0095873,3.15156
log_lik[244],-3.45645,1.68682,2.42223,3.59792,-6.15693,-3.46649,-0.820997,4.53017,200.0,0.00916905,4.11523
log_lik[245],-0.108425,0.18551,0.266394,0.287185,-0.431651,-0.14434,0.293637,4.74026,200.0,0.00959427,3.19352
log_lik[246],0.294474,0.51962,0.746139,0.984114,-0.675328,0.35393,1.13612,4.80979,200.0,0.00973501,2.98143
log_lik[247],0.349009,0.238328,0.342229,0.353993,-0.15851,0.377046,0.806019,4.74622,200.0,0.00960634,3.19319
log_lik[248],-4.19903,1.90054,2.72913,4.05477,-7.27303,-4.20094,-1.21264,4.52676,200.0,0.00916216,4.14386
