subject,condition,n_planets,policy_MI,reward_rate,mean_rt1
95.0,5-planets,5,0.048672796194549714,0.25510204081632654,0.8642278911564627
96.0,2-planets,2,-1.0000415857102951e-12,0.016778523489932886,0.4959228187919464
96.0,3-planets,3,0.003956774959495167,0.05102040816326531,0.579156462585034
96.0,4-planets,4,0.012828130071755124,0.06802721088435375,0.6248843537414966
96.0,5-planets,5,0.016715757438191387,0.03741496598639456,0.4951054421768707
97.0,2-planets,2,-1.0000222872024887e-12,0.08,0.6243433333333334
97.0,3-planets,3,0.009647673342319241,0.0,0.4683177257525083
97.0,4-planets,4,0.028692070951993557,0.24,0.8055833333333333
97.0,5-planets,5,0.17947922055642224,0.31,0.9027466666666665
98.0,2-planets,2,-1.0000183864188575e-12,0.10135135135135136,0.6959966216216216
98.0,3-planets,3,0.005747386928298619,0.0738255033557047,0.67348322147651
98.0,4-planets,4,0.031091288951587304,0.08843537414965986,0.7121224489795919
98.0,5-planets,5,0.13143860653565334,0.4533333333333333,0.9693433333333333
99.0,2-planets,2,-9.999809199872985e-13,0.136986301369863,0.6948013698630137
99.0,3-planets,3,0.0035194941268320854,0.22145328719723184,0.8322006920415225
99.0,4-planets,4,0.0013498551780821502,0.11036789297658862,0.6913210702341137
99.0,5-planets,5,0.03304129018552886,0.3741496598639456,0.920078231292517
100.0,2-planets,2,-9.99934142221909e-13,0.04040404040404041,0.5351885521885522
100.0,3-planets,3,0.002963984633618388,0.06354515050167224,0.7042742474916387
100.0,4-planets,4,0.042151730455281256,0.2751677852348993,0.8528187919463087
100.0,5-planets,5,0.04421507462833605,0.06020066889632107,0.6775986622073578
101.0,2-planets,2,-9.999734373890213e-13,0.006666666666666667,0.5135733333333333
101.0,3-planets,3,0.054310646076267954,0.3152542372881356,0.8835627118644066
101.0,4-planets,4,0.01957688809401593,0.2550335570469799,0.7924127516778524
101.0,5-planets,5,0.012094544765278818,0.19230769230769232,0.7876118881118881
102.0,2-planets,2,-9.999678528550914e-13,0.15384615384615385,0.7397826086956522
102.0,3-planets,3,0.0023174902285176555,0.07547169811320754,0.553611320754717
102.0,4-planets,4,0.045854093814024784,0.08695652173913043,0.6792140468227426
102.0,5-planets,5,0.11348768436934395,0.07,0.6918266666666667
103.0,2-planets,2,-1.0000008228898393e-12,0.006666666666666667,0.4323733333333333
103.0,3-planets,3,0.19846652829427686,0.07,0.6991666666666667
103.0,4-planets,4,0.031130038028924844,0.06484641638225255,0.6289658703071672
103.0,5-planets,5,0.01300275160744465,0.06040268456375839,0.6731174496644295
104.0,2-planets,2,-9.999949586346049e-13,0.09157509157509157,0.6213589743589744
104.0,3-planets,3,0.0001645047100764076,0.18213058419243985,0.8226426116838488
104.0,4-planets,4,0.0930735113819386,0.09333333333333334,0.70426
104.0,5-planets,5,0.008642650352017903,0.0035211267605633804,0.43777464788732395
105.0,2-planets,2,-9.999592503773487e-13,0.030201342281879196,0.5925167785234899
105.0,3-planets,3,0.07616628265437023,0.11666666666666667,0.6975233333333334
105.0,4-planets,4,0.010171355851738666,0.013377926421404682,0.4844147157190636
105.0,5-planets,5,0.32644030260474677,0.1527777777777778,0.7603055555555556
106.0,2-planets,2,-1.0000495970706347e-12,0.08394160583941605,0.6870839416058395
106.0,3-planets,3,0.013042997476591631,0.03678929765886288,0.6635384615384615
106.0,4-planets,4,0.02952386787462951,0.0033333333333333335,0.5355833333333334
106.0,5-planets,5,0.14968794668657878,0.5135135135135135,1.002418918918919
107.0,2-planets,2,-9.999434875337612e-13,0.010101010101010102,0.5693400673400674
107.0,3-planets,3,0.025599127972877847,0.023411371237458192,0.5917458193979933
107.0,4-planets,4,0.051169689994338324,0.037037037037037035,0.6348619528619528
107.0,5-planets,5,0.062285246059054035,0.1912751677852349,0.8076476510067114
108.0,3-planets,3,0.003029830450602941,0.12121212121212122,0.7503131313131313
108.0,5-planets,5,0.05192255127858486,0.006711409395973154,0.45487248322147655
109.0,5-planets,5,0.03898869224575942,0.026845637583892617,0.5477214765100671
110.0,5-planets,5,0.0276896939761492,0.2140468227424749,0.8091270903010035
111.0,5-planets,5,0.1217829148132585,0.10135135135135136,0.7688378378378379
