subject_id,states,condition,alpha_mean,alpha_sd,alpha_rhat,alpha_ess,a_mean,a_sd,a_rhat,a_ess,t0_mean,t0_sd,t0_rhat,t0_ess,scaler_mean,scaler_sd,scaler_rhat,scaler_ess,log_scaler_mean,log_scaler_sd,log_scaler_rhat,log_scaler_ess
69,5,5-state,0.458,0.147,1.0,3086.0,1.005,0.025,1.0,3450.0,0.141,0.001,1.0,2205.0,0.06,0.015,1.0,3375.0,-2.841,0.248,1.0,3375.0
70,5,5-state,0.383,0.139,1.0,2763.0,1.645,0.037,1.0,2731.0,0.419,0.005,1.0,1874.0,0.053,0.012,1.0,3162.0,-2.969,0.232,1.0,3162.0
71,5,5-state,0.44,0.148,1.0,3190.0,1.629,0.037,1.0,2864.0,0.36,0.003,1.0,2596.0,0.056,0.014,1.0,2837.0,-2.903,0.238,1.0,2837.0
72,5,5-state,0.479,0.147,1.0,3175.0,1.283,0.03,1.0,3030.0,0.433,0.002,1.0,2337.0,0.057,0.014,1.0,2874.0,-2.887,0.248,1.0,2874.0
73,5,5-state,0.473,0.147,1.0,2886.0,1.415,0.033,1.0,3259.0,0.362,0.002,1.0,2691.0,0.056,0.013,1.0,3290.0,-2.902,0.234,1.0,3290.0
74,5,5-state,0.475,0.147,1.0,3104.0,1.243,0.029,1.0,3001.0,0.333,0.002,1.0,2259.0,0.059,0.015,1.0,3000.0,-2.86,0.245,1.0,3000.0
75,5,5-state,0.492,0.152,1.0,3235.0,1.257,0.03,1.0,3094.0,0.169,0.002,1.0,1705.0,0.058,0.014,1.0,2954.0,-2.868,0.242,1.0,2954.0
76,5,5-state,0.479,0.15,1.0,3188.0,1.338,0.031,1.0,3055.0,0.412,0.002,1.0,2564.0,0.058,0.014,1.0,3421.0,-2.877,0.242,1.0,3421.0
78,5,5-state,0.428,0.144,1.0,3284.0,1.486,0.037,1.0,2666.0,0.281,0.007,1.0,2124.0,0.053,0.012,1.0,2900.0,-2.972,0.236,1.0,2900.0
79,5,5-state,0.275,0.108,1.0,2158.0,1.031,0.023,1.0,2559.0,0.175,0.002,1.0,2153.0,0.047,0.011,1.0,2249.0,-3.079,0.225,1.0,2249.0
80,5,5-state,0.483,0.154,1.0,3137.0,1.459,0.033,1.0,3235.0,0.404,0.002,1.0,2274.0,0.06,0.015,1.0,2987.0,-2.85,0.247,1.0,2987.0
81,5,5-state,0.455,0.156,1.0,3169.0,1.216,0.028,1.0,3474.0,0.338,0.002,1.0,2535.0,0.057,0.014,1.0,2886.0,-2.888,0.235,1.0,2886.0
84,5,5-state,0.45,0.153,1.0,3339.0,1.31,0.03,1.0,3289.0,0.427,0.003,1.0,2403.0,0.056,0.013,1.0,3205.0,-2.911,0.238,1.0,3205.0
85,5,5-state,0.492,0.151,1.0,2825.0,1.433,0.034,1.0,3101.0,0.178,0.004,1.0,1961.0,0.062,0.016,1.0,2880.0,-2.804,0.252,1.0,2880.0
86,5,5-state,0.462,0.152,1.0,2515.0,1.515,0.035,1.0,2434.0,0.371,0.005,1.0,1555.0,0.057,0.014,1.0,2841.0,-2.889,0.24,1.0,2841.0
87,5,5-state,0.494,0.152,1.0,2476.0,1.378,0.032,1.0,2401.0,0.306,0.006,1.0,1789.0,0.059,0.014,1.0,2538.0,-2.857,0.236,1.0,2538.0
88,5,5-state,0.494,0.147,1.0,3894.0,1.342,0.031,1.0,3133.0,0.162,0.003,1.0,2273.0,0.058,0.014,1.0,3378.0,-2.881,0.234,1.0,3378.0
89,5,5-state,0.445,0.149,1.0,2810.0,1.51,0.036,1.0,2448.0,0.197,0.007,1.0,1844.0,0.056,0.014,1.0,2912.0,-2.909,0.244,1.0,2912.0
90,5,5-state,0.477,0.143,1.0,3441.0,1.333,0.03,1.0,3093.0,0.401,0.003,1.0,2573.0,0.054,0.013,1.0,3029.0,-2.945,0.234,1.0,3029.0
91,5,5-state,0.457,0.152,1.0,2872.0,1.501,0.036,1.0,2480.0,0.144,0.004,1.0,2384.0,0.059,0.014,1.0,2653.0,-2.861,0.242,1.0,2653.0
92,5,5-state,0.497,0.156,1.0,3318.0,1.176,0.028,1.0,3356.0,0.299,0.001,1.0,2642.0,0.056,0.013,1.0,2927.0,-2.909,0.232,1.0,2927.0
93,5,5-state,0.5,0.152,1.0,3041.0,1.404,0.034,1.0,3102.0,0.19,0.002,1.0,2135.0,0.061,0.015,1.0,3116.0,-2.831,0.236,1.0,3116.0
94,5,5-state,0.508,0.153,1.0,2789.0,1.268,0.03,1.0,3101.0,0.462,0.002,1.0,2614.0,0.057,0.014,1.0,2899.0,-2.889,0.24,1.0,2899.0
95,5,5-state,0.449,0.146,1.0,3232.0,1.44,0.033,1.0,2876.0,0.381,0.003,1.0,2321.0,0.058,0.014,1.0,2944.0,-2.879,0.24,1.0,2944.0
96,5,5-state,0.543,0.144,1.0,2940.0,1.195,0.029,1.0,3169.0,0.173,0.002,1.0,2108.0,0.064,0.016,1.0,3232.0,-2.781,0.249,1.0,3232.0
97,5,5-state,0.43,0.155,1.0,2549.0,1.453,0.033,1.0,2757.0,0.395,0.003,1.0,2469.0,0.054,0.013,1.0,2742.0,-2.948,0.233,1.0,2742.0
98,5,5-state,0.434,0.159,1.0,3166.0,1.619,0.035,1.0,2702.0,0.325,0.004,1.0,1757.0,0.05,0.012,1.0,2985.0,-3.016,0.23,1.0,2985.0
99,5,5-state,0.466,0.149,1.0,3030.0,1.609,0.038,1.0,2479.0,0.301,0.003,1.0,2075.0,0.054,0.013,1.0,2369.0,-2.952,0.242,1.0,2369.0
100,5,5-state,0.51,0.154,1.0,3068.0,1.341,0.03,1.0,2825.0,0.252,0.004,1.0,1956.0,0.059,0.014,1.0,2578.0,-2.863,0.242,1.0,2578.0
102,5,5-state,0.471,0.151,1.0,3061.0,1.244,0.029,1.0,3545.0,0.341,0.002,1.0,2062.0,0.057,0.014,1.0,3125.0,-2.9,0.238,1.0,3125.0
103,5,5-state,0.414,0.147,1.0,2870.0,1.171,0.026,1.0,2985.0,0.353,0.002,1.0,2127.0,0.056,0.014,1.0,2782.0,-2.922,0.251,1.0,2782.0
104,5,5-state,0.517,0.146,1.0,2997.0,1.064,0.026,1.0,3488.0,0.183,0.002,1.0,2170.0,0.065,0.017,1.0,2903.0,-2.768,0.256,1.0,2903.0
105,5,5-state,0.512,0.153,1.0,3085.0,1.506,0.036,1.0,2707.0,0.228,0.004,1.0,2068.0,0.06,0.015,1.0,3232.0,-2.834,0.241,1.0,3232.0
106,5,5-state,0.453,0.15,1.0,3144.0,1.6,0.035,1.0,2959.0,0.384,0.003,1.0,2591.0,0.056,0.013,1.0,3048.0,-2.915,0.234,1.0,3048.0
107,5,5-state,0.454,0.149,1.0,3430.0,1.381,0.032,1.0,3170.0,0.371,0.002,1.0,2671.0,0.056,0.013,1.0,3380.0,-2.908,0.237,1.0,3380.0
108,5,5-state,0.481,0.15,1.0,3258.0,1.203,0.029,1.0,2929.0,0.136,0.002,1.0,1821.0,0.064,0.017,1.0,2952.0,-2.777,0.254,1.0,2952.0
109,5,5-state,0.525,0.15,1.0,2715.0,1.325,0.034,1.0,2946.0,0.144,0.005,1.0,2632.0,0.06,0.015,1.0,3329.0,-2.839,0.242,1.0,3329.0
110,5,5-state,0.425,0.155,1.0,2760.0,1.345,0.032,1.0,2473.0,0.367,0.005,1.0,1579.0,0.055,0.013,1.0,2589.0,-2.928,0.234,1.0,2589.0
111,5,5-state,0.513,0.152,1.0,2928.0,1.315,0.032,1.0,3214.0,0.382,0.002,1.0,2349.0,0.06,0.015,1.0,3530.0,-2.837,0.24,1.0,3530.0
