lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,a,t0,log_scaler,scaler,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62,log_lik.63,log_lik.64,log_lik.65,log_lik.66,log_lik.67,log_lik.68,log_lik.69,log_lik.70,log_lik.71,log_lik.72,log_lik.73,log_lik.74,log_lik.75,log_lik.76,log_lik.77,log_lik.78,log_lik.79,log_lik.80,log_lik.81,log_lik.82,log_lik.83,log_lik.84,log_lik.85,log_lik.86,log_lik.87,log_lik.88,log_lik.89,log_lik.90,log_lik.91,log_lik.92,log_lik.93,log_lik.94,log_lik.95,log_lik.96,log_lik.97,log_lik.98,log_lik.99
# Adaptation terminated
# Step size = 0.265613
# Elements of inverse mass matrix:
# 0.514289, -0.00440222, 0.0104331, -0.000152749
# -0.00440222, 0.0118505, -0.0296515, 0.0020843
# 0.0104331, -0.0296515, 0.25828, -0.00513842
# -0.000152749, 0.0020843, -0.00513842, 0.0579587
-78.597559,0.98509775,0.26561318,4,15,0,81.313732,0.54699263,1.2494345,0.099244682,-2.6091406,0.073597764,0.093746344,-0.93376398,0.16223692,-2.2749351,-0.0777648,-1.5060197,-0.38182686,-1.8886434,-0.98374969,-0.0035829071,-0.19109376,-1.8700002,-1.3999118,0.18123914,-0.18415483,0.15777836,-0.47998371,-0.60948376,-0.53464413,0.032842659,-0.48603082,0.0019213452,-0.88471769,-0.22475697,0.089895388,-0.2364947,0.15592029,-2.5925388,-0.34395326,-0.41038797,-2.087912,-0.036267302,-2.0186902,-0.018896939,-1.1937895,-0.42573484,-0.75519494,-0.67521199,-0.80650398,0.17250919,-0.28206029,-2.2624459,-1.2217522,0.09481769,-0.071883066,0.039956408,0.17585664,-0.0083892118,-0.96159262,-0.77025859,-0.3058665,0.063826354,0.15928931,-0.98100541,0.015355133,0.13913756,-4.7801741,-0.23414766,-1.8301779,-0.19419358,0.041415543,-3.0780863,0.10854529,-0.086946585,0.14016711,0.15582394,-0.12043004,0.092270067,0.16720432,0.056965112,0.089799279,0.032705825,-0.12165664,0.10564613,-0.16292148,-3.5921992,-1.8170243,0.0079421187,-2.530199,-0.37780744,0.13955759,-0.79381851,-0.1019649,-1.9137145,-0.37533561,-0.28117429,-0.53103725,-0.6519773,-0.20087642,-1.1269071,-3.0137325,-0.39525627,0.13553466,-0.5802956,-0.00046762695,-0.17448022,-2.2305927,0.012982237,-0.21951714
-78.938527,0.98351004,0.26561318,4,15,0,81.869431,0.39064074,1.1907075,0.11722697,-2.5227458,0.080238985,0.1933736,-0.93372148,0.22848107,-2.4166833,0.0045597168,-1.5689144,-0.33252122,-1.9827495,-0.98360756,0.087568948,-0.43801006,-1.9834866,-1.4629545,0.27848918,-0.11342189,0.26135742,-0.43794246,-0.57403418,-0.50771676,0.00041883274,-0.4446085,0.090750266,-0.88969922,-0.16107238,0.11081913,-0.16974595,0.25901005,-2.7586518,-0.28936432,-0.36400126,-2.2073331,0.050438131,-2.1328552,0.069049508,-1.2258331,-0.39016138,-0.74242728,-0.65438152,-0.80233075,0.27282197,-0.22022702,-2.4151844,-1.2445266,0.10734738,-0.17975007,0.12577663,0.25024406,-0.06663194,-0.96851727,-0.75794189,-0.25038828,0.074072843,0.26128153,-0.9919444,0.11541694,0.19996908,-5.2739936,-0.17133577,-1.924491,-0.12510776,0.13639416,-3.3033787,0.14466186,-0.0061604698,0.24304314,0.25843623,-0.043626831,0.11536945,0.25433532,0.14443144,0.076457407,-0.028990398,-0.046417712,0.20384678,-0.094874727,-4.1462553,-1.8900213,0.10298441,-2.7531405,-0.31271868,0.23126076,-0.79155723,-0.016980941,-2.038249,-0.8299039,-0.22927974,-0.48667345,-0.63874268,-0.42496619,-1.1511514,-3.2847404,-0.34702318,0.2016878,-0.54782185,-0.051798897,-0.38305989,-2.3540498,0.10557891,-0.15414425
-78.999334,0.99409384,0.26561318,4,15,0,80.425418,0.46714619,1.1885965,0.10584594,-3.1742043,0.041827372,0.16426272,-0.96991012,0.26404064,-2.4643089,-0.030075659,-1.6218345,-0.37554808,-2.0502686,-1.0095607,0.048952361,-0.10201977,-2.0664358,-1.5332347,0.25369359,-0.14620544,0.24291356,-0.48318843,-0.60310906,-0.5602383,0.14230289,-0.48999162,0.057853276,-0.92722204,-0.19703118,0.20469256,-0.2111037,0.2429408,-2.8143105,-0.33011498,-0.40377945,-2.2572306,0.013507597,-2.1809538,0.033215951,-1.2696062,-0.43823911,-0.7765837,-0.68859776,-0.83862491,0.26434838,-0.26236779,-2.4509073,-1.2688927,0.20283229,0.04101323,0.090399414,0.27245778,0.10545856,-1.0069697,-0.79631434,-0.29377728,0.1836946,0.23841408,-1.043975,0.083004538,0.24956426,-5.0995682,-0.21407096,-1.9772487,-0.16383731,0.1019094,-3.3521179,0.22186239,-0.043783992,0.22174249,0.24280241,-0.081396817,0.20651423,0.26936129,0.10330739,0.18634646,0.1267228,-0.072538112,0.19082868,-0.1253147,-3.9109075,-1.9591981,0.062669125,-2.7470658,-0.35077405,0.20167562,-0.8359841,-0.050375967,-2.1124075,-0.31278817,-0.27485073,-0.51892511,-0.69013225,-0.095263335,-1.2060492,-3.2338413,-0.38004758,0.24969464,-0.59427909,0.11431638,-0.071491105,-2.414695,0.069657715,-0.19200888
-78.104667,0.99797165,0.26561318,4,15,0,80.180164,0.51568833,1.2723908,0.10634268,-2.863294,0.057080429,0.086972915,-0.88433753,0.086420972,-2.1833577,-0.067175257,-1.445925,-0.35948875,-1.8191873,-0.92506226,0.00071856609,-0.45682745,-1.8224071,-1.3587393,0.15105256,-0.16691468,0.13360505,-0.45357623,-0.56879998,-0.51307394,-0.11840052,-0.45943961,0.0059823342,-0.84244578,-0.20746,-0.020525862,-0.2187988,0.13158121,-2.4896082,-0.3218498,-0.38578314,-2.002973,-0.029240173,-1.936245,-0.013184744,-1.1408621,-0.40733315,-0.7144092,-0.63759926,-0.76615788,0.1371168,-0.26263631,-2.1706006,-1.1518004,-0.022371702,-0.26299041,0.037631298,0.11176392,-0.17186362,-0.9141246,-0.73016791,-0.28732436,-0.054596583,0.13616321,-0.94011906,0.021090433,0.058063862,-4.4422961,-0.21847127,-1.757253,-0.17840379,0.041634286,-2.9578241,0.0070088269,-0.076669176,0.12252565,0.13146689,-0.1082876,-0.018351438,0.11480894,0.051879484,-0.050713677,-0.13978793,-0.1068996,0.095856797,-0.14788698,-3.4103123,-1.743657,0.011560915,-2.4250834,-0.34775357,0.12205586,-0.7587959,-0.087411526,-1.8628569,-0.73414749,-0.26693666,-0.49439276,-0.62668587,-0.4506236,-1.0814993,-2.8546912,-0.36877598,0.063182867,-0.55034017,-0.15868464,-0.41753554,-2.1412483,0.01610601,-0.20261644
-78.239938,0.99385143,0.26561318,4,15,0,79.146302,0.71156773,1.1969307,0.11333086,-2.898319,0.05511579,0.17732177,-0.94425007,0.23204939,-2.4072126,-0.0085951393,-1.5759312,-0.34723935,-2.0021558,-0.99392594,0.067190681,-0.32595843,-1.9622465,-1.4584516,0.26642818,-0.122384,0.24386881,-0.45538999,-0.58685141,-0.51654239,0.031282818,-0.4621967,0.077944617,-0.88916044,-0.17033379,0.13311268,-0.18657688,0.2437874,-2.7549719,-0.30307953,-0.37521549,-2.2039598,0.033988812,-2.1281984,0.053229747,-1.2291781,-0.39565455,-0.74363301,-0.65681752,-0.80178458,0.25669788,-0.23737345,-2.3877795,-1.2560992,0.13967988,-0.11317144,0.11981142,0.25697971,-0.020340072,-0.97308529,-0.76487967,-0.26533631,0.099765293,0.24301812,-1.0058877,0.08922717,0.20392828,-5.165976,-0.18690359,-1.9286013,-0.13913222,0.11862456,-3.2821324,0.15722057,-0.021620188,0.22755503,0.24378353,-0.058231047,0.13367672,0.24906938,0.13255016,0.10472978,0.011093965,-0.047827495,0.20184172,-0.097961469,-3.7180782,-1.921287,0.079260298,-2.6594557,-0.3398499,0.22514444,-0.79839754,-0.03901363,-1.9991646,-0.64423912,-0.23509729,-0.50459688,-0.64178915,-0.31915137,-1.1656776,-3.1648701,-0.35220118,0.20981829,-0.56527135,-0.0052486248,-0.28323262,-2.36467,0.087855075,-0.1663667
-79.270551,0.9874731,0.26561318,3,15,0,80.387251,0.30852644,1.2444325,0.10080872,-3.0642821,0.046687348,0.10203383,-0.91999958,0.16056657,-2.2858865,-0.068193528,-1.518291,-0.38047055,-1.9091743,-0.95403002,0.0037562517,-0.21387259,-1.9375811,-1.44379,0.17439468,-0.17371026,0.16613943,-0.47677277,-0.58631764,-0.54994416,0.028509636,-0.48304095,0.008813658,-0.88608401,-0.22048291,0.091827714,-0.22941886,0.16554945,-2.5997744,-0.33833969,-0.40692655,-2.0938451,-0.028374682,-2.0256333,-0.011727218,-1.1954183,-0.44067484,-0.74561914,-0.66568947,-0.8038451,0.17976866,-0.27647443,-2.2783003,-1.1892465,0.091159432,-0.072395863,0.036128563,0.17148066,-0.010589296,-0.95560763,-0.76368666,-0.30651393,0.071850019,0.16247502,-0.9906289,0.034477409,0.14527806,-4.5552861,-0.23422833,-1.8420376,-0.18854552,0.049195195,-3.0977307,0.11274652,-0.080052018,0.14901488,0.1648585,-0.11422742,0.095259079,0.17420173,0.049133104,0.070372372,0.0096818304,-0.10922535,0.11963242,-0.15743346,-3.6364582,-1.8142658,0.018073061,-2.5653754,-0.3518353,0.12929216,-0.80473396,-0.086185056,-1.9782759,-0.41145797,-0.28999188,-0.50955511,-0.66944077,-0.20762269,-1.137257,-2.9781406,-0.3863837,0.14561935,-0.57757959,-0.0026613173,-0.18591778,-2.232877,0.021735798,-0.21512609
-78.075287,1,0.26561318,4,15,0,79.930467,0.54394748,1.2484245,0.10098004,-2.7318274,0.06510022,0.09877115,-0.926589,0.15848928,-2.2726376,-0.071444438,-1.5044156,-0.37723521,-1.889736,-0.97302463,0.0015823154,-0.22430521,-1.8790943,-1.404579,0.18163578,-0.17718568,0.16099431,-0.47545532,-0.60002165,-0.53352383,0.018170834,-0.48154115,0.0076873351,-0.87975967,-0.21892275,0.082584174,-0.23106804,0.15942381,-2.5909012,-0.33857245,-0.40507587,-2.0853535,-0.03065743,-2.0159925,-0.013302785,-1.1897447,-0.42393737,-0.74843886,-0.66844926,-0.80094073,0.17441995,-0.27683881,-2.25948,-1.2104284,0.085652479,-0.091204505,0.043726108,0.17357789,-0.023895347,-0.95578494,-0.76435213,-0.30161209,0.056007307,0.16190012,-0.97895053,0.022581669,0.13573826,-4.7253835,-0.22976545,-1.8285052,-0.1886006,0.046691637,-3.077073,0.10223447,-0.081300269,0.14431956,0.15933508,-0.11477689,0.084714662,0.16760618,0.059421547,0.074789851,0.012418358,-0.11377413,0.11235806,-0.15633739,-3.570834,-1.8155505,0.013095985,-2.5251178,-0.36930527,0.14144187,-0.79086661,-0.094432361,-1.9217625,-0.42398781,-0.2784248,-0.52216401,-0.65104223,-0.22918866,-1.1253924,-2.9950438,-0.38834778,0.13437452,-0.57600465,-0.014972795,-0.20238005,-2.2288556,0.018460198,-0.21390559
-79.016172,0.98573257,0.26561318,4,15,0,80.172039,0.43351062,1.2148642,0.11633077,-3.240956,0.039126474,0.1672219,-0.90116805,0.17079204,-2.33337,-0.0065322324,-1.5284295,-0.33441614,-1.9405143,-0.93700477,0.066667335,-0.53063802,-1.9646013,-1.449093,0.23275214,-0.11573462,0.22321415,-0.43709237,-0.54979402,-0.51262814,-0.077420283,-0.44361503,0.074240074,-0.86211034,-0.16425615,0.05044443,-0.17720509,0.22228408,-2.6681102,-0.29073273,-0.3612411,-2.1349409,0.03396658,-2.06202,0.052005203,-1.1897352,-0.39578513,-0.71690001,-0.6328339,-0.77697815,0.22903447,-0.22606529,-2.3204479,-1.184147,0.04231801,-0.25553699,0.10325349,0.19839614,-0.13972971,-0.93751101,-0.73609229,-0.25653176,0.01311342,0.22216506,-0.97516185,0.097591281,0.14364661,-4.7612572,-0.18055274,-1.8682923,-0.13253579,0.11406533,-3.1833321,0.082916669,-0.019327628,0.21027122,0.22209525,-0.054654211,0.052413702,0.20783372,0.11520602,-0.0053386604,-0.12001566,-0.046580965,0.18560711,-0.096510751,-3.6907791,-1.849991,0.079474709,-2.6027369,-0.30869425,0.19725081,-0.77604527,-0.025085215,-2.0075914,-0.92884493,-0.23915673,-0.46956545,-0.63730443,-0.50488016,-1.1305287,-3.0498714,-0.33822253,0.15414969,-0.54339435,-0.12202554,-0.46468262,-2.2857872,0.085312605,-0.15938798
-82.36477,0.94503707,0.26561318,3,15,0,85.985442,0.52922243,1.2823634,0.12363891,-2.5958383,0.074583326,0.10390593,-0.82835017,-0.055754148,-2.1029707,-0.027705027,-1.3743035,-0.30650272,-1.7392882,-0.8739807,0.036936174,-1.2963329,-1.7313692,-1.2791923,0.14052907,-0.12368322,0.11693809,-0.39907149,-0.52139063,-0.45151233,-0.50999715,-0.40478035,0.039593064,-0.78344161,-0.16032727,-0.28418269,-0.17047587,0.11247496,-2.4043985,-0.27110259,-0.3337651,-1.9253683,0.0089403564,-1.8596864,0.023368559,-1.0766284,-0.34820501,-0.66011241,-0.58442128,-0.70915392,0.095057677,-0.21278574,-2.0910428,-1.0981482,-0.29373909,-0.82009405,0.072413819,0.0059005917,-0.61945375,-0.85556705,-0.6742707,-0.23493686,-0.35385902,0.12759356,-0.87543393,0.048080855,-0.1123647,-4.3779351,-0.16788945,-1.6817202,-0.13166417,0.070948506,-2.8654312,-0.22649785,-0.034824612,0.11807418,0.1123482,-0.064621164,-0.28149179,0.026024223,0.088640873,-0.37613314,-0.5769435,-0.068749455,0.095957162,-0.10457116,-3.3308363,-1.6683647,0.046432115,-2.3441039,-0.30270911,0.13687604,-0.69761132,-0.049441523,-1.7725777,-2.0090814,-0.21184966,-0.44722413,-0.56358465,-1.257391,-1.0143111,-2.783766,-0.32014859,-0.091079323,-0.49410831,-0.58822834,-1.1843999,-2.060913,0.049215483,-0.15514256
-82.694582,0.99961092,0.26561318,4,15,0,83.565224,0.49496416,1.2860807,0.12306707,-2.5207862,0.080396374,0.098537538,-0.82754433,-0.060703221,-2.0945902,-0.032216365,-1.3689896,-0.30798202,-1.7299613,-0.8738773,0.033230204,-1.2801915,-1.7240915,-1.2740713,0.13538947,-0.12812089,0.11166119,-0.39948626,-0.5231831,-0.45154611,-0.50810922,-0.40512269,0.034435311,-0.78366716,-0.16410865,-0.28779077,-0.17288187,0.10677942,-2.3934233,-0.27320011,-0.33572326,-1.9176552,0.0047630503,-1.8525503,0.018952421,-1.0741308,-0.34961123,-0.66138304,-0.58609355,-0.71005085,0.089937269,-0.21473336,-2.0846941,-1.0965075,-0.29818727,-0.81586123,0.066782536,-0.00054074747,-0.61748391,-0.8547512,-0.67447005,-0.23685631,-0.35660718,0.12259188,-0.87264391,0.04409399,-0.1169442,-4.3601315,-0.17026171,-1.6747595,-0.1348718,0.066338753,-2.852839,-0.22979308,-0.038708226,0.11237489,0.10657012,-0.068353887,-0.28440293,0.020104508,0.084163011,-0.37588219,-0.57231313,-0.07518662,0.087667737,-0.11004472,-3.3471574,-1.6583791,0.043178707,-2.3425069,-0.30373273,0.13075194,-0.69709371,-0.053088513,-1.7670788,-1.9749654,-0.21451739,-0.44865618,-0.56362005,-1.243928,-1.010509,-2.7813524,-0.32348588,-0.097326173,-0.49382497,-0.58735638,-1.1722045,-2.0507426,0.044819638,-0.15843276
-80.745475,0.99216132,0.26561318,3,7,0,84.573398,0.50064774,1.3183817,0.11091107,-2.6164481,0.073061914,0.043812474,-0.83987446,-0.047742542,-2.0462836,-0.084004335,-1.3569512,-0.34652077,-1.7024158,-0.88277303,-0.021598438,-0.82394686,-1.7006761,-1.2692871,0.087959821,-0.17517281,0.065578182,-0.43362318,-0.55019242,-0.48350961,-0.34874156,-0.43899361,-0.020026775,-0.79850506,-0.20949256,-0.20725164,-0.21808681,0.061552864,-2.3310641,-0.31334513,-0.37271996,-1.8780538,-0.04879573,-1.8160186,-0.035134617,-1.0752292,-0.38627619,-0.68183426,-0.61029444,-0.72833401,0.053578187,-0.25789072,-2.0357928,-1.0938625,-0.21165321,-0.55150725,0.011063994,-0.006056764,-0.42360576,-0.86603126,-0.69463628,-0.27893634,-0.25568896,0.073974352,-0.88443774,-0.010554657,-0.089740653,-4.1454802,-0.21564244,-1.6477815,-0.18186015,0.010841776,-2.7677463,-0.16691714,-0.090352425,0.062438897,0.06137064,-0.11858705,-0.20417073,0.0048860003,0.027435278,-0.25491919,-0.38141561,-0.12447118,0.037016331,-0.15784059,-3.2056564,-1.6332523,-0.01209291,-2.2770611,-0.3423061,0.07634118,-0.71682981,-0.10395061,-1.7404345,-1.213021,-0.25768187,-0.47965122,-0.59014255,-0.81322683,-1.0159118,-2.6825479,-0.36073327,-0.079501095,-0.52340382,-0.40498758,-0.76767276,-2.0056362,-0.010189459,-0.20420326
-81.804327,0.97172142,0.26561318,4,15,0,84.892302,0.60729393,1.2710224,0.085454917,-3.2166852,0.040087721,0.041888482,-0.94742895,0.13881039,-2.2511427,-0.12486235,-1.5155195,-0.42454976,-1.8945616,-0.98459506,-0.057033091,-0.064264478,-1.8979441,-1.4321084,0.12333595,-0.2255161,0.10868906,-0.51966542,-0.62870332,-0.58152598,0.066905074,-0.52564891,-0.048387904,-0.90555356,-0.26840373,0.10087914,-0.28202733,0.10875534,-2.5592499,-0.38535582,-0.44931927,-2.0708074,-0.087064055,-2.0036784,-0.070000021,-1.2064423,-0.47406544,-0.77532734,-0.69848794,-0.82820511,0.12768353,-0.32676545,-2.2349396,-1.211944,0.10550839,0.0066561149,-0.016114438,0.14455889,0.043491328,-0.97762456,-0.79344019,-0.35241416,0.085923319,0.10596985,-1.0094957,-0.032245572,0.12637203,-4.4701407,-0.28294673,-1.8269816,-0.24031297,-0.011382323,-3.0270642,0.1106344,-0.1363533,0.090662769,0.10873343,-0.16877602,0.10182292,0.13538356,-0.0045724344,0.10114574,0.06692402,-0.16075372,0.064629475,-0.20526122,-3.4151145,-1.8179481,-0.046061208,-2.4786836,-0.41041432,0.080103279,-0.82559229,-0.14627451,-1.9336201,-0.17118833,-0.33159553,-0.55582215,-0.69419209,-0.070129057,-1.1516826,-2.8949069,-0.42889946,0.123911,-0.61698806,0.048553492,-0.054595529,-2.2123925,-0.039058935,-0.26450798
-80.702837,0.99899647,0.26561318,4,15,0,83.152915,0.46381347,1.1926045,0.12849403,-2.6172869,0.073000655,0.21853463,-0.8930607,0.15458721,-2.3705641,0.040926065,-1.5271707,-0.29359864,-1.944066,-0.94228843,0.12026537,-1.0643528,-1.9395149,-1.4212925,0.28534731,-0.074390407,0.26667743,-0.40005478,-0.53374188,-0.46816229,-0.25622829,-0.40669524,0.12507685,-0.84594422,-0.12109795,-0.044717394,-0.13255703,0.26366385,-2.7164476,-0.25081421,-0.32417299,-2.1642289,0.085068926,-2.0888316,0.10347243,-1.1838156,-0.34912813,-0.70048925,-0.6127392,-0.75935039,0.26290703,-0.18261569,-2.3619599,-1.2024098,-0.056432364,-0.56320618,0.16023908,0.20196862,-0.36262894,-0.92684469,-0.7170024,-0.21145004,-0.10744158,0.27083113,-0.95216538,0.14498719,0.10802118,-5.2129795,-0.1327647,-1.8817378,-0.086918967,0.1670478,-3.2527957,0.0085041322,0.030190072,0.25650734,0.26341266,-0.0063607612,-0.041485796,0.21744715,0.17730654,-0.13263976,-0.32553823,-0.0066235926,0.22548014,-0.053877987,-3.9423531,-1.8590521,0.13355593,-2.6734325,-0.27810588,0.25568014,-0.74860835,0.018892707,-1.9909719,-1.8587764,-0.18940322,-0.44763444,-0.59784739,-1.0160505,-1.1119783,-3.2054084,-0.30589334,0.12440323,-0.50998728,-0.33243438,-0.94070843,-2.3165361,0.13767846,-0.11501011
-81.128055,0.99929819,0.26561318,4,15,0,81.465229,0.55843234,1.237359,0.088504105,-3.1859443,0.04133919,0.076781684,-0.97200177,0.19468885,-2.3484655,-0.10320158,-1.5713952,-0.42090902,-1.969277,-1.0107704,-0.030422955,0.0033023206,-1.9755304,-1.4846475,0.16566785,-0.21027911,0.15225088,-0.52096712,-0.63492247,-0.58812303,0.1323204,-0.52725713,-0.021548213,-0.92919742,-0.2560937,0.16232486,-0.27002597,0.15244528,-2.6731006,-0.379469,-0.44713416,-2.1580331,-0.062847468,-2.0872939,-0.044583526,-1.2461355,-0.47507924,-0.79161397,-0.71044977,-0.8477018,0.17537235,-0.31728664,-2.332765,-1.250603,0.16573853,0.073329632,0.011268104,0.19709617,0.10937982,-1.004618,-0.81019699,-0.34491657,0.14862938,0.14828077,-1.0376607,-0.0017484061,0.18430665,-4.7332787,-0.27144343,-1.8998988,-0.22602499,0.018688203,-3.1672552,0.17145285,-0.11552438,0.13141229,0.15239947,-0.15007671,0.1635711,0.18760337,0.023569868,0.16400714,0.13242827,-0.14193267,0.1021945,-0.18954354,-3.6102495,-1.8885138,-0.018387707,-2.5947954,-0.40344847,0.11606273,-0.8443583,-0.12421322,-2.0151798,-0.10466436,-0.32476574,-0.55755131,-0.70733894,-0.0017877659,-1.1874836,-3.0415987,-0.42567729,0.18043179,-0.62360406,0.11390612,0.013489225,-2.3061851,-0.011221782,-0.251757
-78.720059,0.99865865,0.26561318,3,15,0,81.423447,0.48596002,1.2285924,0.098382036,-3.0425966,0.047710841,0.1100024,-0.94939069,0.19971848,-2.3458803,-0.069659844,-1.5562282,-0.39025821,-1.9567905,-0.98924839,0.0047939311,-0.10672974,-1.9672376,-1.4688397,0.1945009,-0.17839586,0.1812657,-0.49107044,-0.60795344,-0.55995818,0.093941135,-0.49740445,0.012209462,-0.90750296,-0.22457051,0.14486373,-0.23729006,0.18075816,-2.6738322,-0.3485614,-0.41744007,-2.1522005,-0.028474954,-2.0807394,-0.010252135,-1.2277092,-0.44615921,-0.76801074,-0.68561962,-0.82505189,0.20023933,-0.28498054,-2.3329681,-1.2321938,0.14492199,0.0055817125,0.044365429,0.20764678,0.060544178,-0.98299546,-0.78574728,-0.31332792,0.1253049,0.17847451,-1.0146743,0.033718162,0.18480654,-4.7863041,-0.23889495,-1.8894307,-0.19331303,0.053214287,-3.1766983,0.16037731,-0.081588277,0.16189886,0.18062625,-0.11654985,0.14685721,0.20308462,0.057859766,0.13564982,0.085990344,-0.11090919,0.1311685,-0.15852693,-3.6824289,-1.8732877,0.017424107,-2.608595,-0.37102438,0.14736879,-0.82021864,-0.089690757,-2.010642,-0.27329934,-0.29411213,-0.52862792,-0.68167964,-0.10690278,-1.1663172,-3.0659497,-0.39684874,0.18311357,-0.59497997,0.067591206,-0.086009964,-2.2998762,0.023418609,-0.21962631
-78.11545,0.9954888,0.26561318,4,15,0,79.860429,0.65232953,1.2536462,0.10790823,-2.9108924,0.054427138,0.10927115,-0.89936571,0.12416913,-2.2345116,-0.052237572,-1.4763619,-0.35634328,-1.8644326,-0.94328239,0.016202978,-0.41698714,-1.847105,-1.3773725,0.18132829,-0.1548639,0.16014311,-0.45456639,-0.57454494,-0.5113838,-0.080388739,-0.46071671,0.024471176,-0.85128149,-0.19707259,0.019655528,-0.21111413,0.15907098,-2.5513481,-0.31691179,-0.38252226,-2.0491881,-0.0136554,-1.9801572,0.0032618214,-1.160654,-0.40128569,-0.71941491,-0.64032534,-0.77212398,0.1656988,-0.25687422,-2.2175707,-1.1794246,0.023467127,-0.22118536,0.061164585,0.151301,-0.13177397,-0.92738098,-0.73776356,-0.2815917,-0.014554956,0.16195778,-0.95591748,0.034684159,0.094724505,-4.6069087,-0.21047335,-1.7975306,-0.16844415,0.060294125,-3.0320727,0.045002484,-0.062984269,0.14834734,0.1590575,-0.09571426,0.020594387,0.14843003,0.074057382,-0.0090238872,-0.099876138,-0.089446885,0.12473267,-0.13291158,-3.4371946,-1.7896739,0.026721588,-2.4677168,-0.34965097,0.15072786,-0.76706808,-0.078047754,-1.8832339,-0.6996127,-0.25565881,-0.49929215,-0.6265796,-0.41234409,-1.1017046,-2.9156624,-0.36309473,0.1010291,-0.55456507,-0.11756398,-0.37854533,-2.1949683,0.033562858,-0.19310513
-80.303699,0.98519645,0.26561318,4,15,0,80.752239,0.45792967,1.2921614,0.11685117,-2.7395842,0.064597198,0.082928853,-0.83695031,-0.025429293,-2.0967044,-0.051057,-1.380821,-0.32805464,-1.741142,-0.87700182,0.01313798,-0.95596844,-1.7491869,-1.297389,0.12298432,-0.14579498,0.10530569,-0.4182897,-0.53236078,-0.4759709,-0.3745912,-0.42392533,0.01535162,-0.79783363,-0.18380017,-0.20423236,-0.19266252,0.1016112,-2.3923863,-0.29220624,-0.35432604,-1.9212121,-0.015069541,-1.8568194,-0.00074487683,-1.0857894,-0.37456118,-0.67376119,-0.59935006,-0.72402358,0.091517838,-0.2345069,-2.0867975,-1.0961379,-0.21368479,-0.61176073,0.044051558,0.020933726,-0.45966708,-0.86621643,-0.68793074,-0.2584471,-0.25753525,0.11240821,-0.88981616,0.029338344,-0.069117056,-4.2638055,-0.19231692,-1.6827535,-0.15492415,0.047742329,-2.8479744,-0.15797743,-0.05888549,0.10269056,0.10135448,-0.088596526,-0.20106451,0.038092086,0.059197844,-0.27299451,-0.42429255,-0.091573657,0.079101229,-0.12901994,-3.3158944,-1.6651552,0.023657043,-2.3409674,-0.31597631,0.11083135,-0.71564647,-0.06945829,-1.7904321,-1.4525006,-0.23933803,-0.45947099,-0.58707884,-0.93059616,-1.0267056,-2.7524892,-0.33962285,-0.0541789,-0.51181591,-0.43692747,-0.87771745,-2.0532085,0.025742474,-0.17841565
-82.85786,0.9660418,0.26561318,4,15,0,86.119586,0.64918159,1.3208957,0.078268532,-2.6501408,0.070641264,-0.01658927,-0.93674259,0.066330098,-2.1323856,-0.16865055,-1.4461843,-0.43881064,-1.7935372,-0.98500222,-0.10358316,-0.12419921,-1.7635055,-1.3432941,0.070128911,-0.26315795,0.041435001,-0.52777763,-0.6500193,-0.56873956,-0.0093964238,-0.53326228,-0.097259608,-0.88704243,-0.29796033,0.018753233,-0.30991642,0.040173559,-2.4177134,-0.40527426,-0.46434644,-1.9654316,-0.13174202,-1.9032648,-0.11630486,-1.165089,-0.47042894,-0.77223386,-0.70085745,-0.8167884,0.056608497,-0.35078356,-2.1175998,-1.1988513,0.032576799,-0.072780399,-0.056744751,0.07651986,-0.036622016,-0.95822065,-0.78715716,-0.37013426,-0.00029296929,0.043482237,-0.9757528,-0.093767459,0.045773387,-4.2668161,-0.30618832,-1.7369267,-0.27168527,-0.063320336,-2.8508069,0.029099818,-0.17653276,0.025290316,0.040154009,-0.20613196,0.020066417,0.058499425,-0.041415242,0.038671225,0.0067594338,-0.20606019,-0.0045439527,-0.24167508,-3.2242244,-1.7301586,-0.094102922,-2.3446801,-0.44542713,0.03295586,-0.80636922,-0.19704638,-1.7974632,-0.21714071,-0.34091987,-0.58102383,-0.67259918,-0.14666803,-1.1067339,-2.7598387,-0.45090234,0.03930007,-0.61770214,-0.032226571,-0.12800334,-2.0962975,-0.088402572,-0.29394798
