lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,a,t0,log_scaler,scaler,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50
# Adaptation terminated
# Step size = 0.177738
# Elements of inverse mass matrix:
# 0.452561, 0.0236343, -0.0330637, -0.0273044
# 0.0236343, 0.0141834, -0.02551, 0.00329383
# -0.0330637, -0.02551, 0.281075, 0.000175441
# -0.0273044, 0.00329383, 0.000175441, 0.0412565
-63.560842,0.99608422,0.17773848,4,15,0,64.953821,0.50084989,1.3012155,0.23336347,-3.0888593,0.045553889,-0.42227092,0.017154339,-0.35801194,-1.2376126,0.091230148,-4.8050938,-0.2382706,-4.600818,-2.0210546,0.085063466,-0.23003287,-0.011023314,-0.73847862,-0.28247388,-0.80451334,-0.66728272,-0.41608676,-1.5628203,-0.35991132,0.094829896,-1.4072344,0.082270991,-0.45578091,-2.3170425,-1.4789045,0.065403078,0.10912849,-0.18244919,-2.1044878,-0.49341946,-0.55854498,-3.4798898,-0.18894604,0.027790373,-0.54263109,-0.49852826,0.07029092,-1.2322859,-2.0603669,0.048334542,-5.4435452,-0.8749084,-1.820656,-0.78443301,0.070514403,-3.970102,-0.93811414,-0.80044716,-0.11814809,-1.5030578
-63.603492,0.9904582,0.17773848,4,31,0,65.841673,0.29391741,1.4793145,0.23162735,-2.8643945,0.057017646,-0.45141915,-0.43408909,-0.40404563,-1.0781775,-0.23208359,-3.4951506,-0.3173303,-3.4336868,-1.7017406,-0.25470305,-0.3135018,-0.19051632,-0.6913469,-0.9315649,-0.7481866,-0.63380088,-0.44398299,-1.3356004,-0.41059439,-0.22896507,-1.2127064,-0.25005973,-0.48013527,-1.9277365,-1.2680796,-0.20509887,-0.19922314,-0.27314552,-1.7735695,-0.51001084,-0.55041259,-2.8775542,-0.28400059,-0.16417524,-0.54295131,-0.50975314,-0.23377579,-1.0694502,-1.7352982,-0.38594241,-3.5385395,-0.80059718,-1.5263314,-0.722357,-0.25190361,-2.9760643,-0.84673365,-0.74591572,-0.67871282,-1.2785057
-62.581099,0.99969447,0.17773848,4,15,0,64.238062,0.28958699,1.4304872,0.23928923,-2.9532752,0.052168561,-0.42071959,-0.37692888,-0.36812344,-1.0925208,-0.16051851,-3.682145,-0.27485475,-3.6151539,-1.7616435,-0.18388081,-0.2684036,-0.12635401,-0.6819183,-0.94830174,-0.73707246,-0.6181964,-0.41584842,-1.3710645,-0.37264494,-0.15873946,-1.2400829,-0.17740575,-0.44914255,-2.0032571,-1.2989646,-0.13174982,-0.1298658,-0.22855665,-1.8361395,-0.48242689,-0.52761607,-3.0178528,-0.23678015,-0.10126341,-0.51602303,-0.48027731,-0.15969951,-1.0796212,-1.7988765,-0.32821915,-3.7399257,-0.79044228,-1.574316,-0.71431821,-0.17786248,-3.1230618,-0.8405021,-0.73428196,-0.64952304,-1.3081825
-64.267741,0.99540587,0.17773848,4,15,0,64.651153,0.26712012,1.4564057,0.24332903,-3.1398438,0.04328956,-0.41866985,-0.50935225,-0.36761422,-1.0653837,-0.23325855,-3.5227918,-0.28070511,-3.4673152,-1.7175995,-0.26442958,-0.27345257,-0.15107379,-0.672751,-1.2176505,-0.72040134,-0.60909073,-0.41632059,-1.3403364,-0.37043986,-0.23535042,-1.2139295,-0.25107374,-0.4441388,-1.9527814,-1.2703939,-0.18204336,-0.20109055,-0.23866577,-1.7828514,-0.4769417,-0.520796,-2.9322048,-0.24446896,-0.13307894,-0.50685273,-0.47265776,-0.22298599,-1.0476044,-1.75833,-0.45603064,-3.4970042,-0.76861271,-1.5360518,-0.70298884,-0.24707422,-2.9718011,-0.81736494,-0.71742838,-0.84303315,-1.2756911
-62.244493,0.99916088,0.17773848,4,31,0,65.051151,0.38961914,1.3424611,0.23711714,-3.1823214,0.04148923,-0.41208381,-0.11131039,-0.35031015,-1.177468,0.015270507,-4.2257057,-0.24088258,-4.1207782,-1.9318282,0.0036656053,-0.23108905,-0.036699788,-0.71316499,-0.51634654,-0.77019059,-0.64104231,-0.40934916,-1.4940023,-0.35149111,0.018076292,-1.3463938,0.0047220634,-0.44142032,-2.2102976,-1.4136392,0.01221632,0.035147279,-0.18923598,-2.0097496,-0.4795681,-0.53768461,-3.3296111,-0.19447582,-0.0058918967,-0.52044878,-0.47931378,0.0055444114,-1.1633889,-1.9729166,-0.075643113,-4.40111,-0.83043157,-1.7279619,-0.75177319,-0.0007118098,-3.5506944,-0.88866528,-0.76630917,-0.29905216,-1.4259797
-64.031531,0.99491187,0.17773848,4,15,0,64.52803,0.35683015,1.379695,0.2456852,-3.4245872,0.03256272,-0.39418463,-0.30084098,-0.33513609,-1.1176913,-0.078562897,-3.8964977,-0.2348811,-3.8238734,-1.8431779,-0.10212022,-0.22441459,-0.058654344,-0.68231523,-0.93648035,-0.72990599,-0.61085432,-0.39428664,-1.4264035,-0.33480897,-0.080552078,-1.2862517,-0.091570188,-0.4198363,-2.1094169,-1.3495375,-0.048346983,-0.054580553,-0.18858521,-1.9090552,-0.45705659,-0.5118387,-3.1779941,-0.19155589,-0.036616543,-0.49254923,-0.45392461,-0.074992367,-1.0970474,-1.8886488,-0.25542725,-3.8881111,-0.78265062,-1.6461297,-0.71703046,-0.090651077,-3.2603996,-0.83792114,-0.72594767,-0.59186911,-1.3553214
-63.287656,0.99921078,0.17773848,5,31,0,65.765224,0.46160563,1.3642248,0.24814619,-2.587152,0.075234002,-0.38522155,-0.27573959,-0.33277624,-1.1255319,-0.050955269,-4.4010181,-0.22168562,-4.2085017,-1.821879,-0.077076836,-0.22267482,-0.055091663,-0.65854315,-0.94756158,-0.74021331,-0.60294258,-0.3683013,-1.403697,-0.34253814,-0.048906103,-1.2613584,-0.071787294,-0.42407869,-2.0879567,-1.3278442,-0.042359587,-0.0099502431,-0.16667393,-1.9144951,-0.45326396,-0.50906967,-3.1520847,-0.1845714,-0.0077556033,-0.5075395,-0.46760406,-0.070840719,-1.1391073,-1.8471551,-0.21209183,-5.3589725,-0.8169081,-1.6402006,-0.70461301,-0.084545113,-3.7267158,-0.87245988,-0.73771117,-0.58377366,-1.3602201
-61.723335,0.98710422,0.17773848,3,15,0,67.14397,0.31353581,1.3765172,0.23704052,-2.9017118,0.05492911,-0.41575762,-0.20088162,-0.35813769,-1.1430745,-0.04747151,-4.0065251,-0.25445724,-3.9177791,-1.8595623,-0.062169193,-0.24686912,-0.072107467,-0.69850411,-0.65034889,-0.75934233,-0.6306168,-0.41045475,-1.4396794,-0.36250036,-0.042861716,-1.298709,-0.06172326,-0.44647168,-2.1188925,-1.3624843,-0.042574128,-0.021467163,-0.20312815,-1.9443346,-0.48247139,-0.53295237,-3.2078134,-0.21149777,-0.041128607,-0.52045985,-0.48146537,-0.055170197,-1.1324404,-1.8955824,-0.15897668,-4.2108198,-0.81854535,-1.6594847,-0.73423498,-0.066071122,-3.4074714,-0.87275844,-0.75629305,-0.41480698,-1.375073
-62.49099,0.99662824,0.17773848,4,15,0,63.115012,0.27710497,1.4163643,0.225105,-2.8235556,0.059394385,-0.45154755,-0.2133844,-0.39754889,-1.1380505,-0.096904231,-3.8043242,-0.29989497,-3.7309039,-1.8165261,-0.1073627,-0.29336809,-0.12979165,-0.71720627,-0.54227909,-0.77712632,-0.65300541,-0.44542797,-1.417657,-0.40329152,-0.089902129,-1.284076,-0.11091869,-0.4820178,-2.0594008,-1.34403,-0.09955805,-0.071833315,-0.25004706,-1.8996833,-0.51601978,-0.56065616,-3.1027037,-0.25922364,-0.099591749,-0.55043634,-0.51370813,-0.10629062,-1.1277283,-1.8514275,-0.17698138,-3.9390258,-0.83323219,-1.6244655,-0.75032176,-0.11586655,-3.2500046,-0.88404229,-0.77458601,-0.37706191,-1.355583
-62.357282,0.99163347,0.17773848,4,31,0,65.050564,0.28979222,1.3362902,0.25050766,-3.0757229,0.04615625,-0.37514233,-0.22584472,-0.31194138,-1.1472929,-0.0050145374,-4.1567793,-0.20342878,-4.0695968,-1.9152175,-0.026498151,-0.19246722,-0.0061581247,-0.68091552,-0.90962375,-0.73650294,-0.60512257,-0.37392186,-1.4697547,-0.31344253,-0.0040820155,-1.3204736,-0.019511263,-0.40444322,-2.1908889,-1.3875007,0.017182296,0.020931181,-0.15127312,-1.9991514,-0.44445089,-0.49948674,-3.3502641,-0.15569542,0.019824053,-0.48112157,-0.43974294,-0.003688699,-1.1284147,-1.958237,-0.17719959,-4.3234923,-0.79430577,-1.7015586,-0.71714613,-0.019349539,-3.5111684,-0.85270087,-0.73278603,-0.53508366,-1.3961041
